"SEQN","indice_pobreza","indice_pobreza_cat"
80369,2.04,"medio_alto"
80371,2.01,"medio_alto"
80372,5,"medio_alto"
80375,3.28,"medio_alto"
80377,0.56,"pobreza"
80379,2.06,"medio_alto"
80380,2.96,"medio_alto"
80381,1.45,"bajo_ingreso"
80382,1.13,"pobreza"
80384,0.38,"pobreza"
80385,5,"medio_alto"
80386,2.17,"medio_alto"
80387,1.82,"bajo_ingreso"
80388,0.46,"pobreza"
80389,1.04,"pobreza"
80390,5,"medio_alto"
80391,1.06,"pobreza"
80393,4.64,"medio_alto"
80394,3.48,"medio_alto"
80396,4.63,"medio_alto"
80397,NA,NA
80401,1.21,"pobreza"
80402,2.06,"medio_alto"
80403,1.29,"pobreza"
80406,NA,"medio_alto"
80408,3.87,"medio_alto"
80410,NA,NA
80411,1.06,"pobreza"
80413,4.3,"medio_alto"
80414,1.26,"pobreza"
80416,2.29,"medio_alto"
80417,NA,"pobreza"
80425,0.87,"pobreza"
80427,3.05,"medio_alto"
80428,NA,NA
80430,5,"medio_alto"
80432,0.82,"pobreza"
80434,2.47,"medio_alto"
80436,0.44,"pobreza"
80437,4.79,"medio_alto"
80438,1.12,"pobreza"
80440,5,"medio_alto"
80441,4.3,"medio_alto"
80442,NA,NA
80444,NA,NA
80445,0.25,"pobreza"
80446,5,"medio_alto"
80448,4.49,"medio_alto"
80453,5,"medio_alto"
80454,0,"pobreza"
80456,5,"medio_alto"
80458,0.7,"pobreza"
80468,1.7,"bajo_ingreso"
80469,5,"medio_alto"
80474,1.52,"bajo_ingreso"
80477,5,"medio_alto"
80478,2.72,"medio_alto"
80479,5,"medio_alto"
80481,1.23,"pobreza"
80482,5,"medio_alto"
80486,5,"medio_alto"
80489,2.89,"medio_alto"
80490,1.51,"bajo_ingreso"
80491,5,"medio_alto"
80492,1.54,"bajo_ingreso"
80493,4.18,"medio_alto"
80496,2.18,"medio_alto"
80497,0.68,"pobreza"
80498,5,"medio_alto"
80501,0,"pobreza"
80503,NA,"medio_alto"
80505,5,"medio_alto"
80506,4.3,"medio_alto"
80507,0.72,"pobreza"
80509,3.48,"medio_alto"
80511,1.24,"pobreza"
80512,0.99,"pobreza"
80513,3.57,"medio_alto"
80516,NA,"medio_alto"
80517,NA,"medio_alto"
80518,2.04,"medio_alto"
80519,1.51,"bajo_ingreso"
80520,NA,"medio_alto"
80521,5,"medio_alto"
80522,1.67,"bajo_ingreso"
80523,0.38,"pobreza"
80525,1.09,"pobreza"
80526,0.21,"pobreza"
80528,0.51,"pobreza"
80530,1.18,"pobreza"
80531,2.52,"medio_alto"
80533,NA,NA
80535,1.84,"bajo_ingreso"
80537,1.53,"bajo_ingreso"
80538,2.29,"medio_alto"
80539,1.96,"medio_alto"
80540,1.54,"bajo_ingreso"
80542,3.7,"medio_alto"
80543,1.03,"pobreza"
80545,3,"medio_alto"
80547,2.32,"medio_alto"
80548,3.08,"medio_alto"
80549,2.06,"medio_alto"
80550,2.09,"medio_alto"
80552,5,"medio_alto"
80553,0.58,"pobreza"
80554,0.86,"pobreza"
80555,1.54,"bajo_ingreso"
80556,2.59,"medio_alto"
80559,2.01,"medio_alto"
80560,0.52,"pobreza"
80561,4.92,"medio_alto"
80562,0.62,"pobreza"
80564,5,"medio_alto"
80565,0.38,"pobreza"
80569,1.31,"bajo_ingreso"
80570,5,"medio_alto"
80573,5,"medio_alto"
80578,3.09,"medio_alto"
80583,1.14,"pobreza"
80585,NA,"medio_alto"
80586,2.4,"medio_alto"
80587,5,"medio_alto"
80588,NA,"medio_alto"
80590,1.04,"pobreza"
80592,1.35,"bajo_ingreso"
80593,3.05,"medio_alto"
80594,1.93,"medio_alto"
80595,1.16,"pobreza"
80596,0.67,"pobreza"
80599,1.3,"pobreza"
80601,1.09,"pobreza"
80602,1.52,"bajo_ingreso"
80604,1.07,"pobreza"
80611,5,"medio_alto"
80613,0.69,"pobreza"
80618,0.82,"pobreza"
80619,0.73,"pobreza"
80620,0.69,"pobreza"
80622,NA,NA
80623,4.08,"medio_alto"
80626,NA,"medio_alto"
80627,1.82,"bajo_ingreso"
80628,0.42,"pobreza"
80632,1.47,"bajo_ingreso"
80633,0.23,"pobreza"
80634,NA,NA
80636,0,"pobreza"
80637,3.48,"medio_alto"
80639,3.06,"medio_alto"
80641,1.25,"pobreza"
80643,NA,NA
80645,2.15,"medio_alto"
80646,1.23,"pobreza"
80647,5,"medio_alto"
80648,3.99,"medio_alto"
80649,0.93,"pobreza"
80651,NA,NA
80652,2.48,"medio_alto"
80653,4.13,"medio_alto"
80654,0.51,"pobreza"
80656,0.76,"pobreza"
80657,0.84,"pobreza"
80658,1.07,"pobreza"
80659,NA,NA
80660,1,"pobreza"
80662,0.52,"pobreza"
80663,4.7,"medio_alto"
80667,1.01,"pobreza"
80669,5,"medio_alto"
80671,1.41,"bajo_ingreso"
80672,4.85,"medio_alto"
80676,1.55,"bajo_ingreso"
80678,5,"medio_alto"
80680,0.73,"pobreza"
80682,0.85,"pobreza"
80683,1.38,"bajo_ingreso"
80684,1.83,"bajo_ingreso"
80685,1.01,"pobreza"
80686,1.66,"bajo_ingreso"
80688,5,"medio_alto"
80689,2.9,"medio_alto"
80692,5,"medio_alto"
80693,3.03,"medio_alto"
80694,0.69,"pobreza"
80699,4.58,"medio_alto"
80701,2.52,"medio_alto"
80703,1.18,"pobreza"
80705,4.1,"medio_alto"
80706,1.52,"bajo_ingreso"
80707,5,"medio_alto"
80708,1.93,"medio_alto"
80709,3.87,"medio_alto"
80710,NA,NA
80712,0.7,"pobreza"
80713,2.18,"medio_alto"
80714,1.02,"pobreza"
80717,2.09,"medio_alto"
80718,1.72,"bajo_ingreso"
80719,3.24,"medio_alto"
80722,0,"pobreza"
80723,1.24,"pobreza"
80726,1.96,"medio_alto"
80729,2.04,"medio_alto"
80731,1.94,"medio_alto"
80732,2.09,"medio_alto"
80733,0.1,"pobreza"
80735,1.08,"pobreza"
80736,3.8,"medio_alto"
80737,4.35,"medio_alto"
80738,5,"medio_alto"
80739,0,"pobreza"
80740,1.04,"pobreza"
80741,1.45,"bajo_ingreso"
80742,4.08,"medio_alto"
80743,3.64,"medio_alto"
80745,1.86,"medio_alto"
80749,0.63,"pobreza"
80750,1.04,"pobreza"
80753,0,"pobreza"
80754,1.25,"pobreza"
80755,4.3,"medio_alto"
80756,3.64,"medio_alto"
80757,3.33,"medio_alto"
80758,1.72,"bajo_ingreso"
80761,0.99,"pobreza"
80765,5,"medio_alto"
80767,5,"medio_alto"
80769,3.09,"medio_alto"
80770,1.41,"bajo_ingreso"
80771,5,"medio_alto"
80772,1.41,"bajo_ingreso"
80773,2.43,"medio_alto"
80774,1.02,"pobreza"
80775,0,"pobreza"
80778,3.87,"medio_alto"
80781,1.84,"bajo_ingreso"
80782,3.08,"medio_alto"
80784,3.07,"medio_alto"
80786,0.65,"pobreza"
80787,2.58,"medio_alto"
80788,NA,"medio_alto"
80790,0.3,"pobreza"
80792,1.53,"bajo_ingreso"
80793,3.42,"medio_alto"
80794,5,"medio_alto"
80795,1.2,"pobreza"
80798,2.01,"medio_alto"
80799,1.32,"bajo_ingreso"
80800,5,"medio_alto"
80804,1.53,"bajo_ingreso"
80805,0.93,"pobreza"
80808,0.91,"pobreza"
80810,3.13,"medio_alto"
80812,1.84,"bajo_ingreso"
80814,5,"medio_alto"
80815,NA,NA
80816,1.01,"pobreza"
80817,3.91,"medio_alto"
80819,0.85,"pobreza"
80820,1.39,"bajo_ingreso"
80821,0.61,"pobreza"
80822,2.51,"medio_alto"
80823,4.51,"medio_alto"
80825,1.72,"bajo_ingreso"
80826,0.6,"pobreza"
80831,1.91,"medio_alto"
80832,NA,"medio_alto"
80833,2.52,"medio_alto"
80836,3.09,"medio_alto"
80837,NA,"bajo_ingreso"
80840,0.42,"pobreza"
80841,2.94,"medio_alto"
80842,1.75,"bajo_ingreso"
80843,1.91,"medio_alto"
80846,1.02,"pobreza"
80847,3.48,"medio_alto"
80849,0.65,"pobreza"
80850,1.04,"pobreza"
80851,4,"medio_alto"
80853,0.76,"pobreza"
80854,2.66,"medio_alto"
80858,5,"medio_alto"
80859,0.67,"pobreza"
80862,4.53,"medio_alto"
80863,0.75,"pobreza"
80864,0.74,"pobreza"
80865,0.61,"pobreza"
80868,3.05,"medio_alto"
80869,5,"medio_alto"
80872,NA,NA
80873,5,"medio_alto"
80876,5,"medio_alto"
80878,2.32,"medio_alto"
80879,1.82,"bajo_ingreso"
80880,2.06,"medio_alto"
80881,NA,NA
80882,5,"medio_alto"
80883,0.97,"pobreza"
80884,1.23,"pobreza"
80885,1.88,"medio_alto"
80889,5,"medio_alto"
80890,1.14,"pobreza"
80892,5,"medio_alto"
80893,0.93,"pobreza"
80894,3.5,"medio_alto"
80898,0.74,"pobreza"
80900,NA,NA
80903,1.7,"bajo_ingreso"
80904,3.64,"medio_alto"
80908,NA,"pobreza"
80911,1.51,"bajo_ingreso"
80912,2.18,"medio_alto"
80915,1.97,"medio_alto"
80916,5,"medio_alto"
80917,0.64,"pobreza"
80920,0,"pobreza"
80921,0.53,"pobreza"
80923,2.12,"medio_alto"
80924,NA,NA
80928,1.54,"bajo_ingreso"
80929,3.34,"medio_alto"
80930,3.43,"medio_alto"
80932,2.92,"medio_alto"
80934,NA,"pobreza"
80936,3.05,"medio_alto"
80937,0,"pobreza"
80938,3.27,"medio_alto"
80939,NA,"medio_alto"
80941,4.96,"medio_alto"
80943,1.25,"pobreza"
80945,2.18,"medio_alto"
80946,4.84,"medio_alto"
80948,0.91,"pobreza"
80954,0.34,"pobreza"
80955,1.04,"pobreza"
80956,1.22,"pobreza"
80960,1.02,"pobreza"
80961,0.39,"pobreza"
80962,1.53,"bajo_ingreso"
80964,2.89,"medio_alto"
80965,1.04,"pobreza"
80966,2.09,"medio_alto"
80967,0.41,"pobreza"
80968,5,"medio_alto"
80973,0.31,"pobreza"
80975,0.3,"pobreza"
80976,2.43,"medio_alto"
80979,5,"medio_alto"
80980,2.06,"medio_alto"
80981,5,"medio_alto"
80982,0.3,"pobreza"
80985,2.83,"medio_alto"
80988,2.09,"medio_alto"
80989,1.55,"bajo_ingreso"
80990,1.31,"bajo_ingreso"
80997,0.9,"pobreza"
81000,NA,"pobreza"
81004,5,"medio_alto"
81008,4.08,"medio_alto"
81009,0.98,"pobreza"
81010,NA,"medio_alto"
81011,5,"medio_alto"
81012,1.55,"bajo_ingreso"
81013,2.15,"medio_alto"
81014,4.32,"medio_alto"
81015,0.82,"pobreza"
81020,1.02,"pobreza"
81022,1.21,"pobreza"
81025,0.4,"pobreza"
81026,2.57,"medio_alto"
81029,NA,"pobreza"
81030,NA,NA
81032,1.08,"pobreza"
81034,0.95,"pobreza"
81037,3.82,"medio_alto"
81038,1.04,"pobreza"
81039,0,"pobreza"
81040,0,"pobreza"
81041,0.3,"pobreza"
81042,5,"medio_alto"
81043,0.7,"pobreza"
81050,1.06,"pobreza"
81051,2.27,"medio_alto"
81052,1.84,"bajo_ingreso"
81054,0.78,"pobreza"
81055,0.82,"pobreza"
81056,1.74,"bajo_ingreso"
81057,0.94,"pobreza"
81061,1.84,"bajo_ingreso"
81063,1.84,"bajo_ingreso"
81068,5,"medio_alto"
81069,0.62,"pobreza"
81070,1.13,"pobreza"
81074,1.29,"pobreza"
81075,1.51,"bajo_ingreso"
81076,0.91,"pobreza"
81078,3.55,"medio_alto"
81079,0.93,"pobreza"
81082,NA,NA
81083,1.06,"pobreza"
81084,1.82,"bajo_ingreso"
81087,5,"medio_alto"
81088,1.09,"pobreza"
81090,0.3,"pobreza"
81092,0.43,"pobreza"
81093,0.52,"pobreza"
81095,2.63,"medio_alto"
81096,0.53,"pobreza"
81097,0.91,"pobreza"
81099,0.52,"pobreza"
81100,2.25,"medio_alto"
81101,1.41,"bajo_ingreso"
81103,2.67,"medio_alto"
81104,0.82,"pobreza"
81105,1.07,"pobreza"
81107,2.55,"medio_alto"
81109,0.75,"pobreza"
81110,5,"medio_alto"
81111,4.22,"medio_alto"
81115,5,"medio_alto"
81117,0.65,"pobreza"
81118,2.82,"medio_alto"
81119,3.04,"medio_alto"
81121,1.29,"pobreza"
81122,0.6,"pobreza"
81130,5,"medio_alto"
81131,5,"medio_alto"
81134,1.37,"bajo_ingreso"
81135,0.68,"pobreza"
81136,2.09,"medio_alto"
81138,4.78,"medio_alto"
81139,3.38,"medio_alto"
81141,1.21,"pobreza"
81142,3.81,"medio_alto"
81144,1.51,"bajo_ingreso"
81147,5,"medio_alto"
81148,2.67,"medio_alto"
81149,5,"medio_alto"
81151,5,"medio_alto"
81153,1.11,"pobreza"
81154,3.52,"medio_alto"
81155,1.07,"pobreza"
81159,1.23,"pobreza"
81160,0.48,"pobreza"
81161,0.75,"pobreza"
81162,3.42,"medio_alto"
81163,3.81,"medio_alto"
81165,4,"medio_alto"
81166,0.57,"pobreza"
81168,1.8,"bajo_ingreso"
81169,1.03,"pobreza"
81170,1.11,"pobreza"
81171,2.46,"medio_alto"
81173,2.92,"medio_alto"
81174,1.23,"pobreza"
81175,3.81,"medio_alto"
81176,0.86,"pobreza"
81177,3.57,"medio_alto"
81178,2.99,"medio_alto"
81186,0.99,"pobreza"
81187,0,"pobreza"
81190,3.06,"medio_alto"
81192,2.46,"medio_alto"
81193,0.65,"pobreza"
81196,1.14,"pobreza"
81197,NA,NA
81201,1.07,"pobreza"
81202,1.23,"pobreza"
81203,NA,"medio_alto"
81204,NA,NA
81206,1.91,"medio_alto"
81207,5,"medio_alto"
81209,2.66,"medio_alto"
81210,5,"medio_alto"
81212,0.61,"pobreza"
81213,2.58,"medio_alto"
81214,1.52,"bajo_ingreso"
81216,2.55,"medio_alto"
81217,1.83,"bajo_ingreso"
81218,5,"medio_alto"
81219,2.16,"medio_alto"
81221,5,"medio_alto"
81223,0.97,"pobreza"
81224,3.75,"medio_alto"
81225,5,"medio_alto"
81226,0.67,"pobreza"
81228,5,"medio_alto"
81229,0.29,"pobreza"
81230,2.61,"medio_alto"
81231,0.61,"pobreza"
81232,0.97,"pobreza"
81234,NA,NA
81235,4.13,"medio_alto"
81237,1.17,"pobreza"
81238,1.6,"bajo_ingreso"
81241,2.77,"medio_alto"
81244,5,"medio_alto"
81248,1.12,"pobreza"
81250,1.22,"pobreza"
81256,0.75,"pobreza"
81259,4.18,"medio_alto"
81260,4.08,"medio_alto"
81262,5,"medio_alto"
81264,4.85,"medio_alto"
81266,2.06,"medio_alto"
81267,2.61,"medio_alto"
81268,0.74,"pobreza"
81269,1.45,"bajo_ingreso"
81270,5,"medio_alto"
81272,NA,NA
81273,2.73,"medio_alto"
81275,1.31,"bajo_ingreso"
81276,5,"medio_alto"
81278,5,"medio_alto"
81282,2.61,"medio_alto"
81283,2.71,"medio_alto"
81284,0.85,"pobreza"
81285,NA,NA
81287,3.09,"medio_alto"
81288,1.31,"bajo_ingreso"
81290,NA,"pobreza"
81291,1.14,"pobreza"
81292,3.07,"medio_alto"
81294,4.3,"medio_alto"
81295,5,"medio_alto"
81296,1.55,"bajo_ingreso"
81297,3.56,"medio_alto"
81298,NA,NA
81302,1.36,"bajo_ingreso"
81303,NA,"medio_alto"
81304,0.53,"pobreza"
81306,2.48,"medio_alto"
81310,2.55,"medio_alto"
81311,NA,NA
81312,1.07,"pobreza"
81313,2.55,"medio_alto"
81316,1.44,"bajo_ingreso"
81317,5,"medio_alto"
81319,1.06,"pobreza"
81320,0.73,"pobreza"
81321,2.29,"medio_alto"
81322,0.84,"pobreza"
81323,5,"medio_alto"
81328,4.28,"medio_alto"
81329,2.77,"medio_alto"
81331,1.75,"bajo_ingreso"
81332,1.03,"pobreza"
81339,0.72,"pobreza"
81342,5,"medio_alto"
81343,NA,NA
81344,1.5,"bajo_ingreso"
81345,2.94,"medio_alto"
81347,3.8,"medio_alto"
81348,1.03,"pobreza"
81349,0.74,"pobreza"
81350,2.95,"medio_alto"
81352,0.82,"pobreza"
81353,5,"medio_alto"
81357,1.04,"pobreza"
81358,0.87,"pobreza"
81359,0.88,"pobreza"
81362,NA,NA
81366,NA,"pobreza"
81367,NA,NA
81368,3.05,"medio_alto"
81370,0.25,"pobreza"
81372,2.5,"medio_alto"
81373,3.64,"medio_alto"
81374,4.58,"medio_alto"
81375,1.61,"bajo_ingreso"
81377,3.48,"medio_alto"
81378,1.01,"pobreza"
81379,5,"medio_alto"
81380,1.34,"bajo_ingreso"
81381,0.91,"pobreza"
81382,4.64,"medio_alto"
81384,4.03,"medio_alto"
81385,5,"medio_alto"
81386,0,"pobreza"
81387,0,"pobreza"
81391,0.89,"pobreza"
81395,NA,"pobreza"
81396,0.77,"pobreza"
81406,0.38,"pobreza"
81408,0.51,"pobreza"
81409,NA,"medio_alto"
81412,1.85,"bajo_ingreso"
81413,5,"medio_alto"
81415,5,"medio_alto"
81416,0.84,"pobreza"
81418,1.23,"pobreza"
81424,1.82,"bajo_ingreso"
81427,0.51,"pobreza"
81428,1.58,"bajo_ingreso"
81429,1.55,"bajo_ingreso"
81430,1.53,"bajo_ingreso"
81434,3.87,"medio_alto"
81435,0.79,"pobreza"
81436,0.76,"pobreza"
81438,2.65,"medio_alto"
81441,1.78,"bajo_ingreso"
81442,NA,NA
81444,NA,"pobreza"
81447,0.66,"pobreza"
81448,0.36,"pobreza"
81450,NA,"medio_alto"
81451,1.9,"medio_alto"
81452,5,"medio_alto"
81453,2.43,"medio_alto"
81456,2.29,"medio_alto"
81457,5,"medio_alto"
81460,3.06,"medio_alto"
81461,1.07,"pobreza"
81462,NA,NA
81463,0.72,"pobreza"
81464,NA,"medio_alto"
81465,0.77,"pobreza"
81468,5,"medio_alto"
81470,3.16,"medio_alto"
81472,NA,NA
81473,0.79,"pobreza"
81474,NA,"medio_alto"
81475,0.55,"pobreza"
81477,NA,"medio_alto"
81481,4.2,"medio_alto"
81482,3.8,"medio_alto"
81484,1.72,"bajo_ingreso"
81485,3.38,"medio_alto"
81486,5,"medio_alto"
81487,2.43,"medio_alto"
81489,5,"medio_alto"
81490,1.2,"pobreza"
81491,3.52,"medio_alto"
81492,3.42,"medio_alto"
81494,5,"medio_alto"
81495,NA,NA
81497,2.71,"medio_alto"
81499,NA,"bajo_ingreso"
81503,2.67,"medio_alto"
81504,1.54,"bajo_ingreso"
81506,0.34,"pobreza"
81508,3.71,"medio_alto"
81509,0.82,"pobreza"
81512,2.71,"medio_alto"
81514,0.95,"pobreza"
81516,3.09,"medio_alto"
81519,4.35,"medio_alto"
81521,3.02,"medio_alto"
81522,NA,NA
81523,0.31,"pobreza"
81524,1.51,"bajo_ingreso"
81527,0,"pobreza"
81528,0,"pobreza"
81530,3.81,"medio_alto"
81533,0.73,"pobreza"
81534,0.87,"pobreza"
81535,NA,"medio_alto"
81537,0,"pobreza"
81544,5,"medio_alto"
81547,0.59,"pobreza"
81550,5,"medio_alto"
81552,NA,NA
81553,5,"medio_alto"
81556,NA,"medio_alto"
81559,5,"medio_alto"
81563,2.76,"medio_alto"
81564,0.45,"pobreza"
81566,1.21,"pobreza"
81568,1.83,"bajo_ingreso"
81570,1.53,"bajo_ingreso"
81573,0.21,"pobreza"
81574,5,"medio_alto"
81576,NA,"pobreza"
81578,5,"medio_alto"
81579,NA,"pobreza"
81580,1.09,"pobreza"
81581,NA,"bajo_ingreso"
81582,0.78,"pobreza"
81583,1.02,"pobreza"
81584,5,"medio_alto"
81585,0.64,"pobreza"
81587,0.88,"pobreza"
81590,1.07,"pobreza"
81593,1.55,"bajo_ingreso"
81594,2.65,"medio_alto"
81595,4.04,"medio_alto"
81596,1.01,"pobreza"
81598,1.55,"bajo_ingreso"
81599,3.75,"medio_alto"
81600,3.09,"medio_alto"
81601,1.54,"bajo_ingreso"
81602,NA,"bajo_ingreso"
81603,1.57,"bajo_ingreso"
81604,0.73,"pobreza"
81605,3.26,"medio_alto"
81606,5,"medio_alto"
81607,3.57,"medio_alto"
81608,5,"medio_alto"
81609,NA,"bajo_ingreso"
81610,NA,NA
81611,NA,NA
81613,0.91,"pobreza"
81614,2.06,"medio_alto"
81617,1.54,"bajo_ingreso"
81618,2.01,"medio_alto"
81619,1.33,"bajo_ingreso"
81620,NA,NA
81622,3.09,"medio_alto"
81623,2.46,"medio_alto"
81624,1.32,"bajo_ingreso"
81625,4.85,"medio_alto"
81626,1.91,"medio_alto"
81627,NA,"bajo_ingreso"
81629,5,"medio_alto"
81633,2.06,"medio_alto"
81636,5,"medio_alto"
81640,1.56,"bajo_ingreso"
81642,1.93,"medio_alto"
81643,1.07,"pobreza"
81645,5,"medio_alto"
81647,5,"medio_alto"
81648,2.47,"medio_alto"
81649,2.73,"medio_alto"
81654,2.71,"medio_alto"
81659,0.3,"pobreza"
81660,1.91,"medio_alto"
81661,1.9,"medio_alto"
81662,1.31,"bajo_ingreso"
81664,3.33,"medio_alto"
81665,4.59,"medio_alto"
81666,NA,NA
81667,0.76,"pobreza"
81668,0.86,"pobreza"
81669,1.14,"pobreza"
81671,0.73,"pobreza"
81672,0.51,"pobreza"
81674,2.09,"medio_alto"
81675,3.13,"medio_alto"
81677,3.02,"medio_alto"
81679,5,"medio_alto"
81680,3.05,"medio_alto"
81681,3.31,"medio_alto"
81683,1.93,"medio_alto"
81686,3.58,"medio_alto"
81689,0.46,"pobreza"
81694,1.57,"bajo_ingreso"
81695,1.39,"bajo_ingreso"
81697,5,"medio_alto"
81698,2.36,"medio_alto"
81699,3.87,"medio_alto"
81700,2.36,"medio_alto"
81701,1.54,"bajo_ingreso"
81703,1.32,"bajo_ingreso"
81704,2.44,"medio_alto"
81706,3.06,"medio_alto"
81707,NA,NA
81708,1,"pobreza"
81709,3.08,"medio_alto"
81711,0.68,"pobreza"
81712,3.05,"medio_alto"
81714,5,"medio_alto"
81715,NA,NA
81717,2.58,"medio_alto"
81719,1.6,"bajo_ingreso"
81721,2.96,"medio_alto"
81722,5,"medio_alto"
81725,5,"medio_alto"
81726,NA,"medio_alto"
81733,1.32,"bajo_ingreso"
81736,1.62,"bajo_ingreso"
81737,4.11,"medio_alto"
81740,1.23,"pobreza"
81741,0.93,"pobreza"
81742,5,"medio_alto"
81743,1.23,"pobreza"
81748,1.23,"pobreza"
81750,1.01,"pobreza"
81752,5,"medio_alto"
81753,1.16,"pobreza"
81755,5,"medio_alto"
81760,0.41,"pobreza"
81762,NA,NA
81763,1.23,"pobreza"
81764,NA,NA
81766,4.2,"medio_alto"
81768,3.03,"medio_alto"
81770,NA,NA
81771,NA,"bajo_ingreso"
81772,1.29,"pobreza"
81773,5,"medio_alto"
81776,0.68,"pobreza"
81777,5,"medio_alto"
81778,0.92,"pobreza"
81779,0.62,"pobreza"
81780,1.71,"bajo_ingreso"
81781,NA,"pobreza"
81783,5,"medio_alto"
81784,NA,"pobreza"
81785,0.61,"pobreza"
81787,1.01,"pobreza"
81789,0.76,"pobreza"
81794,5,"medio_alto"
81795,2.73,"medio_alto"
81797,1.51,"bajo_ingreso"
81798,1.75,"bajo_ingreso"
81801,4,"medio_alto"
81802,5,"medio_alto"
81803,0,"pobreza"
81806,2.26,"medio_alto"
81808,1.38,"bajo_ingreso"
81809,5,"medio_alto"
81812,2.71,"medio_alto"
81813,2.58,"medio_alto"
81814,5,"medio_alto"
81815,1.32,"bajo_ingreso"
81816,1.65,"bajo_ingreso"
81818,NA,NA
81819,0.41,"pobreza"
81820,1.85,"bajo_ingreso"
81822,2.65,"medio_alto"
81823,5,"medio_alto"
81824,1.55,"bajo_ingreso"
81825,1.39,"bajo_ingreso"
81826,3.08,"medio_alto"
81827,5,"medio_alto"
81828,2.65,"medio_alto"
81829,2.7,"medio_alto"
81830,0,"pobreza"
81831,2.43,"medio_alto"
81833,5,"medio_alto"
81834,5,"medio_alto"
81835,NA,NA
81836,1.5,"bajo_ingreso"
81837,1.3,"pobreza"
81842,2.43,"medio_alto"
81843,3.75,"medio_alto"
81844,2.91,"medio_alto"
81845,1.37,"bajo_ingreso"
81846,NA,NA
81847,2.55,"medio_alto"
81848,0.51,"pobreza"
81849,0.64,"pobreza"
81850,3.27,"medio_alto"
81851,1.38,"bajo_ingreso"
81854,0.25,"pobreza"
81855,0.97,"pobreza"
81858,1.47,"bajo_ingreso"
81860,3.27,"medio_alto"
81863,3.05,"medio_alto"
81865,3.69,"medio_alto"
81866,0.79,"pobreza"
81867,0.54,"pobreza"
81871,2.06,"medio_alto"
81872,5,"medio_alto"
81875,0.93,"pobreza"
81877,3.44,"medio_alto"
81879,2.36,"medio_alto"
81882,NA,"pobreza"
81883,0.85,"pobreza"
81886,3.82,"medio_alto"
81887,1.03,"pobreza"
81890,0.69,"pobreza"
81891,4.79,"medio_alto"
81893,1.94,"medio_alto"
81894,0.73,"pobreza"
81895,0.74,"pobreza"
81896,NA,"bajo_ingreso"
81898,1.53,"bajo_ingreso"
81899,1.74,"bajo_ingreso"
81900,1.04,"pobreza"
81903,5,"medio_alto"
81904,2.4,"medio_alto"
81909,0.61,"pobreza"
81910,0.61,"pobreza"
81913,0,"pobreza"
81919,1.29,"pobreza"
81920,5,"medio_alto"
81923,2.3,"medio_alto"
81925,1.52,"bajo_ingreso"
81930,0,"pobreza"
81933,0.73,"pobreza"
81934,3.87,"medio_alto"
81935,0.55,"pobreza"
81940,NA,NA
81942,1.53,"bajo_ingreso"
81944,2.71,"medio_alto"
81945,3.1,"medio_alto"
81946,NA,NA
81949,1.38,"bajo_ingreso"
81950,3.87,"medio_alto"
81952,1.21,"pobreza"
81953,2.24,"medio_alto"
81954,3.81,"medio_alto"
81955,5,"medio_alto"
81956,2.43,"medio_alto"
81957,3.64,"medio_alto"
81959,4.3,"medio_alto"
81962,0.74,"pobreza"
81965,2.26,"medio_alto"
81966,3.49,"medio_alto"
81967,1.85,"bajo_ingreso"
81968,0,"pobreza"
81969,1.84,"bajo_ingreso"
81970,0.69,"pobreza"
81971,1.54,"bajo_ingreso"
81974,5,"medio_alto"
81975,2.14,"medio_alto"
81978,3.09,"medio_alto"
81979,4.96,"medio_alto"
81980,1.31,"bajo_ingreso"
81982,1.01,"pobreza"
81983,3.28,"medio_alto"
81985,5,"medio_alto"
81987,1.14,"pobreza"
81988,0,"pobreza"
81989,0.57,"pobreza"
81992,3.27,"medio_alto"
81993,4.78,"medio_alto"
81994,NA,"medio_alto"
81995,NA,NA
81996,NA,NA
81997,1.02,"pobreza"
82001,1.51,"bajo_ingreso"
82002,5,"medio_alto"
82003,5,"medio_alto"
82005,1.62,"bajo_ingreso"
82006,2.09,"medio_alto"
82007,1.16,"pobreza"
82011,2.43,"medio_alto"
82012,3.81,"medio_alto"
82017,0.98,"pobreza"
82019,5,"medio_alto"
82020,3.57,"medio_alto"
82021,4.26,"medio_alto"
82023,0.85,"pobreza"
82025,2.48,"medio_alto"
82026,2.46,"medio_alto"
82027,NA,"medio_alto"
82028,1.58,"bajo_ingreso"
82031,1.45,"bajo_ingreso"
82037,0.95,"pobreza"
82039,1.65,"bajo_ingreso"
82041,1.01,"pobreza"
82043,3.81,"medio_alto"
82046,1.85,"bajo_ingreso"
82047,1.93,"medio_alto"
82050,NA,NA
82051,4.08,"medio_alto"
82052,NA,NA
82053,5,"medio_alto"
82055,NA,NA
82056,0.92,"pobreza"
82057,NA,"bajo_ingreso"
82058,3.99,"medio_alto"
82059,4.85,"medio_alto"
82060,1.53,"bajo_ingreso"
82061,NA,NA
82062,0.82,"pobreza"
82067,0.76,"pobreza"
82068,2.09,"medio_alto"
82070,3.26,"medio_alto"
82073,0.68,"pobreza"
82075,3.36,"medio_alto"
82077,3.99,"medio_alto"
82079,1.94,"medio_alto"
82083,5,"medio_alto"
82085,2.52,"medio_alto"
82086,0,"pobreza"
82087,1.84,"bajo_ingreso"
82088,0.6,"pobreza"
82089,1.25,"pobreza"
